PolymerEnvironmentID,PolymerID,Category,Agent,Conditions,Verdict,Finding,SourceID,Locator,Notes
PB00211,PA,acid,Concentrated acids,Not stated,not-resistant,"In general, polyamides exhibit very good resistance to all kinds of chemicals. Apart from concentrated acids, only very few reagents attack polyamides.",R-EMS-GRIVORY-RESISTANCE-TO-CHEMICALS,p. 1,"Class statement for polyamides; the PA identity is an unspecified polyamide, so only class-level statements are recorded for it."
PB00212,PA,hydrolysis,Water or aqueous solutions at high temperature,High temperature,limited,All polyamides take up water when kept in a moist environment. At room temperature this is a physical process which is reversible. Irreversible chemical damage to the material can only be caused by water or aqueous solutions at high temperatures. This is referred to as hydrolysis.,R-EMS-GRIVORY-RESISTANCE-TO-CHEMICALS,p. 3 Hydrolysis resistance,Class statement for polyamides.
PB00213,PA66,acid,"Strong acids, phenols, oxidizing agents",Not stated,not-resistant,"They resist fuels, lubricants and most chemicals, but are attacked by phenols, strong acids and oxidizing agents.",R-DUPONT-ZYTEL-MODULE-II,"p. 5, 1.1 Introduction",Statement made for the 66 nylons.
PB00214,PA66,oil-grease,Fuels and lubricants,Not stated,resistant,"They resist fuels, lubricants and most chemicals, but are attacked by phenols, strong acids and oxidizing agents.",R-DUPONT-ZYTEL-MODULE-II,"p. 5, 1.1 Introduction",Statement made for the 66 nylons. Zinc chloride is noted on p. 44 as especially harmful to 66 nylons.
PB00215,PA66,hydrolysis,Hot water and steam,Boiling water (stagnant) and 80 °C aerated water tests; service life depends on temperature and oxygen content,resistant,"Zytel nylon resins are resistant to hot water and steam. Thus, Zytel has found wide uses in such applications as hot water mixing valves, gears and baskets, equipment used for conveying in hot water and parts which must be subjected to steam, as in a sterilization cycle. Factors important to performance: a 15 °C increase in temperature may reduce life by 40-50 %; service life is shorter in oxygen-rich water.",R-DUPONT-ZYTEL-MODULE-II,"p. 39, 5.3 Resistance of Zytel to hot water and steam",Not applicable
PB00216,PA66,uv-outdoor,"Sunlight / outdoor weathering, unstabilised",Florida and Arizona outdoor exposure,stabilised-required,"Natural and pigmented Zytel nylon resins have only moderate resistance to the effects of sunlight but special weather-resistant compositions retain their properties and appearance for years. Table 5.05 Florida weathering: Zytel 101 NC010 (66 nylon, not stabilized) tensile strength 73 MPa initially, 37 MPa after 6 months, elongation 300 % to 10 %; Zytel 105 BK010A (light stabilized, black) 63 to 62 MPa and 160 % to 60 %.",R-DUPONT-ZYTEL-MODULE-II,p. 40 5.4 Weathering; p. 41 Table 5.05,Not applicable
PB00217,PA66,moisture,Water absorption at 50 % RH and 100 % RH,23 °C equilibrium,absorbs,"Nylons absorb moisture from the air and 66 nylon equilibrates at about 2,8 % water at 50 % RH and at about 8,5 % at 100 % RH. This plasticizes the nylon, lowering its strength and stiffness but increasing its toughness and elongation. Moisture absorption increases dimensions of 66 nylons by 0,6 % at 50 % RH and about 2,6 % at 100 % RH.",R-DUPONT-ZYTEL-MODULE-II,"p. 5, 1.1 Introduction",Not applicable
PB00218,PA66,flammability,"UL 94 flammability, Zytel 101L (unreinforced PA66)",1.6 mm and 3.2 mm specimens,limited,"Zytel 101L: oxygen index 28 % (dry), 31 % (50 % RH); 1,6 mm 94 V2; 3,2 mm 94 V2",R-DUPONT-ZYTEL-MODULE-II,p. 33 Table 4.01 Flammability and smoke generation,"Verdict convention used in this table: burns / UL 94 HB = not-resistant, V-1 or V-2 = limited, V-0 = resistant."
PB00219,PA12,oil-grease,"Greases, oils, fuels, hydraulic fluids",Not stated,resistant,"Good to very good resistance to greases, oils, fuels, hydraulic fluids, and many solvents as well as to salt solutions, etc.",R-EVONIK-VESTAMID-PA12,p. 5 property bullets,The brochure's chemical resistance table (p. 21-22) is colour-coded and could not be transcribed from the PDF text; only the text statements are recorded.
PB00220,PA12,organic-solvent,Polar and non-polar solvents,Not stated,resistant,"In general, it can be said that long-chain, semi-crystalline polyamides absorb little water, are resistant to polar and non-polar solvents, exhibit low creep behavior and high impact resistance... Good to very good resistance to greases, oils, fuels, hydraulic fluids, and many solvents.",R-EVONIK-VESTAMID-PA12,p. 5,Class-level statement; the rated table (p. 21-22) is colour-coded and could not be transcribed.
PB00221,PA12,hydrolysis,Hot water or moist air at higher temperatures,Pure water to about 70-80 °C,limited,"Polycondensation products, to which polyamides also belong, have a limited resistance to hot water or moist air at higher temperatures. PA 12 has good hydrolysis resistance compared to other polyamides, but it is gradually molecularly degraded by hot water. Compounds with a high molecular mass will last longer than those with a low molecular mass. Hydrolytic degradation occurs faster in acid media than in neutral or alkaline media. Standard compounds are resistant to pure water to about 70 or 80 °C.",R-EVONIK-VESTAMID-PA12,p. 19 Hydrolysis resistance,Not applicable
PB00222,PA12,uv-outdoor,"UV / weathering, unstabilised",Wavelengths below 400 nm,stabilised-required,"Exposure to short wave light of wavelengths less than 400 nm results in an accelerated decrease in the molecular mass of the polymers, causing molded parts and semi-finished products to become brittle. Light stabilizers, UV absorbers and/or radical scavengers considerably reduce weathering damage. However, the best protection is provided by suitable grades of carbon black, if blackening is possible.",R-EVONIK-VESTAMID-PA12,p. 19 UV resistance,Not applicable
PB00223,PA12,flammability,Flammability of VESTAMID compounds,Not stated,not-resistant,Most VESTAMID compounds are flammable. At mass temperatures above 350 °C flammable gases form through decomposition.,R-EVONIK-VESTAMID-PA12,p. 14 Flammability,"No UL 94 rating for the neat resin is stated. Verdict convention used in this table: burns / UL 94 HB = not-resistant, V-1 or V-2 = limited, V-0 = resistant."
PB00224,PPA,acid,"Hydrochloric acid, 5 % to 10 %","23 °C / 1,000 hrs",resistant,"Excellent (POM: Unsatisfactory; PA 6,6: Unsatisfactory)",R-SOLVAY-AMODEL-PPA-OVERVIEW,p. 7 Chemical resistance table,"Amodel AT-1002 HS is an unfilled, toughened and heat-stabilised PPA; ratings are the reference's own words Excellent / Acceptable / Unsatisfactory, recorded as resistant / limited / not-resistant."
PB00225,PPA,acid,"Nitric acid, 5 % to 10 %","23 °C / 1,000 hrs",resistant,"Excellent (POM: Unsatisfactory; PA 6,6: Unsatisfactory)",R-SOLVAY-AMODEL-PPA-OVERVIEW,p. 7 Chemical resistance table,"Amodel AT-1002 HS is an unfilled, toughened and heat-stabilised PPA; ratings are the reference's own words Excellent / Acceptable / Unsatisfactory, recorded as resistant / limited / not-resistant."
PB00226,PPA,acid,"Sulfuric acid, 30 % to 36 %","40 °C / 200 hrs and 23 °C / 1,000 hrs",resistant,"Excellent under both conditions (POM: Unsatisfactory; PA 6,6: Unsatisfactory); Sulfuric acid, 5 % to 10 %, 23 °C / 1,000 hrs: Excellent",R-SOLVAY-AMODEL-PPA-OVERVIEW,p. 7 Chemical resistance table,"Amodel AT-1002 HS is an unfilled, toughened and heat-stabilised PPA; ratings are the reference's own words Excellent / Acceptable / Unsatisfactory, recorded as resistant / limited / not-resistant."
PB00227,PPA,acid,"Hydrofluoric acid, 1 % to 5 %","23 °C / 1,000 hrs",limited,"Acceptable (POM: Unsatisfactory; PA 6,6: Unsatisfactory)",R-SOLVAY-AMODEL-PPA-OVERVIEW,p. 7 Chemical resistance table,"Amodel AT-1002 HS is an unfilled, toughened and heat-stabilised PPA; ratings are the reference's own words Excellent / Acceptable / Unsatisfactory, recorded as resistant / limited / not-resistant."
PB00228,PPA,oil-grease,"Bio-diesel fuel, brake fluid, synthetic motor oil, transmission fluid, glycols",Prolonged exposure,resistant,"Amodel PPA's highly aromatic ring structure provides greater resistance to a broader range of chemicals than standard, linear aliphatic nylons, even at high temperatures. This enables automotive, electrical and industrial components to withstand prolonged exposure to harsh chemicals: bio-diesel fuel, brake fluid, calcium chloride, glycols, synthetic motor oil, road salt, transmission fluid, zinc chloride.",R-SOLVAY-AMODEL-PPA-OVERVIEW,"p. 7 Resistant to Fuels, Glycols and Harsh Chemicals",Not applicable
