ProfileID,MaterialID,GradeID,Profile,Nozzle °C,Nozzle state,Nozzle min °C,Nozzle max °C,Nozzle requirement,Bed °C,Bed state,Bed min °C,Bed max °C,Bed requirement,Chamber °C,Chamber state,Chamber min °C,Chamber max °C,Chamber requirement,Enclosure,Enclosure state,Plate,Drying,Drying state,Drying °C,Drying hours,Nozzle material,Nozzle diameter,Abrasion / clogging,Hardened nozzle,H2C left,H2C right,AMS 2 Pro,AMS HT,AMS published,Support pairing,Failure modes,SourceID,H2C SourceID,Locator,Parse review
P0436,M015,G015-03,Manufacturer published guidance,190℃-220℃,range,190,220,required,55-70℃,range,55,70,required,Not published,unknown,Not applicable,Not applicable,unknown,Not published,unknown,Not published,50℃-60℃,stated,50,Not published,Not published,Not published,Not published,Not published,Verify exact grade/nozzle; no blanket approval,Verify exact grade/nozzle; no blanket approval,Not verified for every grade,Not verified for every grade,Not published,Not published,Not published,R-ERYONE-eryone-galaxy-pla-tds,H2C-WIKI,p. 1: Recommended printing settings,Not applicable
P0437,M039,G039-20,Manufacturer published guidance,200-220 ℃,range,200,220,required,0-60℃,range,0,60,required,Not published,unknown,Not applicable,Not applicable,unknown,Not published,unknown,Not published,65℃,stated,65,Not published,Not published,Not published,Not published,Not published,Verify exact grade/nozzle; no blanket approval,Verify exact grade/nozzle; no blanket approval,Not verified for every grade,Not verified for every grade,Not published,Not published,Not published,R-ERYONE-eryone-tpu-90a-tds,H2C-WIKI,p. 1: Recommended printing settings,Not applicable
P0438,M029,G029-04,Manufacturer published guidance,240-280 ℃,range,240,280,required,90-110℃,range,90,110,required,Not published,unknown,Not applicable,Not applicable,unknown,Not published,unknown,Not published,75-85℃,stated,85,Not published,Not published,Not published,Use abrasion-resistant nozzle; verify minimum orifice. Fibre concentration and length are grade-specific.,TRUE,Verify exact grade/nozzle; no blanket approval,Verify exact grade/nozzle; no blanket approval,Not verified for every grade,Not verified for every grade,Not published,Not published,Not published,R-ERYONE-file-manager-downLoad-path-file-manage-3828-20250903-eryone--6b5ac4,H2C-WIKI,p. 1: Recommended printing settings,Not applicable
P0439,M001,G001-43,Manufacturer published guidance,190-220 ℃,range,190,220,required,50-75℃,range,50,75,required,Not published,unknown,Not applicable,Not applicable,unknown,Not published,unknown,Not published,50-60℃,stated,60,Not published,Not published,Not published,Not published,Not published,Verify exact grade/nozzle; no blanket approval,Verify exact grade/nozzle; no blanket approval,Not verified for every grade,Not verified for every grade,Not published,Not published,Not published,R-ERYONE-eryone-hs-pla-tds,H2C-WIKI,p. 1: Recommended printing settings,Not applicable
P0440,M001,G001-44,Manufacturer published guidance,190℃-220 ℃,range,190,220,required,55-70℃,range,55,70,required,Not published,unknown,Not applicable,Not applicable,unknown,Not published,unknown,Not published,50-60℃,stated,60,Not published,Not published,Not published,Not published,Not published,Verify exact grade/nozzle; no blanket approval,Verify exact grade/nozzle; no blanket approval,Not verified for every grade,Not verified for every grade,Not published,Not published,Not published,R-ERYONE-eryone-matte-pla-tds,H2C-WIKI,p. 1: Recommended printing settings,Not applicable
P0441,M025,G025-02,Manufacturer published guidance,250-280 ℃,range,250,280,required,60-70℃,range,60,70,required,Not published,unknown,Not applicable,Not applicable,unknown,Not published,unknown,Not published,60 -65,stated,Not published,Not published,Not published,Not published,Use abrasion-resistant nozzle; verify minimum orifice. Fibre concentration and length are grade-specific.,TRUE,Verify exact grade/nozzle; no blanket approval,Verify exact grade/nozzle; no blanket approval,Not verified for every grade,Not verified for every grade,Not published,Not published,Not published,R-ERYONE-file-manager-downLoad-path-file-manage-3828-20250903-eryone--881af5,H2C-WIKI,p. 1: Recommended printing settings,Not applicable
P0442,M039,G039-21,Manufacturer published guidance,200-220 ℃,range,200,220,required,0-60℃,range,0,60,required,Not published,unknown,Not applicable,Not applicable,unknown,Not published,unknown,Not published,70℃,stated,70,Not published,Not published,Not published,Not published,Not published,Verify exact grade/nozzle; no blanket approval,Verify exact grade/nozzle; no blanket approval,Not verified for every grade,Not verified for every grade,Not published,Not published,Not published,R-ERYONE-eryone-tpu-hs-tds,H2C-WIKI,p. 1: Recommended printing settings,Not applicable
P0443,M034,G034-06,Manufacturer published guidance,260℃-280℃,range,260,280,required,90-100℃,range,90,100,required,Not published,unknown,Not applicable,Not applicable,unknown,Not published,unknown,Not published,75-85℃,stated,85,Not published,Not published,Not published,Use abrasion-resistant nozzle; verify minimum orifice. Fibre concentration and length are grade-specific.,TRUE,Verify exact grade/nozzle; no blanket approval,Verify exact grade/nozzle; no blanket approval,Not verified for every grade,Not verified for every grade,Not published,Not published,Not published,R-ERYONE-file-manager-downLoad-path-file-manage-3828-20250903-eryone--92f474,H2C-WIKI,p. 1: Recommended printing settings,Not applicable
P0444,M001,G001-45,Manufacturer published guidance,190℃-220℃,range,190,220,required,55-70℃,range,55,70,required,Not published,unknown,Not applicable,Not applicable,unknown,Not published,unknown,Not published,50 -60,stated,Not published,Not published,Not published,Not published,Not published,Not published,Verify exact grade/nozzle; no blanket approval,Verify exact grade/nozzle; no blanket approval,Not verified for every grade,Not verified for every grade,Not published,Not published,Not published,R-ERYONE-eryone-pla-tds,H2C-WIKI,p. 1: Recommended printing settings,Not applicable
P0445,M031,G031-10,Manufacturer published guidance,230-260 ℃,range,230,260,required,75-90℃,range,75,90,required,Not published,unknown,Not applicable,Not applicable,unknown,Not published,unknown,Not published,"75℃-85,6",stated,75,Not published,Not published,Not published,Not published,Not published,Verify exact grade/nozzle; no blanket approval,Verify exact grade/nozzle; no blanket approval,Not verified for every grade,Not verified for every grade,Not published,Not published,Not published,R-ERYONE-file-manager-downLoad-path-file-manage-3828-20250903-eryone--9a96a3,H2C-WIKI,p. 1: Recommended printing settings,Not applicable
P0446,M024,G024-07,Manufacturer published guidance,230-250 ℃,range,230,250,required,75-80℃,range,75,80,required,Not published,unknown,Not applicable,Not applicable,unknown,Not published,unknown,Not published,60-65℃,stated,65,Not published,Not published,Not published,Use abrasion-resistant nozzle; verify minimum orifice. Fibre concentration and length are grade-specific.,TRUE,Verify exact grade/nozzle; no blanket approval,Verify exact grade/nozzle; no blanket approval,Not verified for every grade,Not verified for every grade,Not published,Not published,Not published,R-ERYONE-file-manager-downLoad-path-file-manage-3828-20250903-eryone--9af0d6,H2C-WIKI,p. 1: Recommended printing settings,Not applicable
P0447,M020,G020-21,Manufacturer published guidance,230-250 ℃,range,230,250,required,75-80℃,range,75,80,required,Not published,unknown,Not applicable,Not applicable,unknown,Not published,unknown,Not published,80℃,stated,80,Not published,Not published,Not published,Not published,Not published,Verify exact grade/nozzle; no blanket approval,Verify exact grade/nozzle; no blanket approval,Not verified for every grade,Not verified for every grade,Not published,Not published,Not published,R-ERYONE-eryone-petg-tds,H2C-WIKI,p. 1: Recommended printing settings,Not applicable
P0448,M020,G020-22,Manufacturer published guidance,240-280 ℃,range,240,280,required,75-80℃,range,75,80,required,Not published,unknown,Not applicable,Not applicable,unknown,Not published,unknown,Not published,65-75℃,stated,75,Not published,Not published,Not published,Not published,Not published,Verify exact grade/nozzle; no blanket approval,Verify exact grade/nozzle; no blanket approval,Not verified for every grade,Not verified for every grade,Not published,Not published,Not published,R-ERYONE-file-manager-downLoad-path-file-manage-3828-20250903-eryone--b99816,H2C-WIKI,p. 1: Recommended printing settings,Not applicable
P0449,M001,G001-46,Manufacturer published guidance,190℃-220℃,range,190,220,required,55-70℃,range,55,70,required,Not published,unknown,Not applicable,Not applicable,unknown,Not published,unknown,Not published,50-60℃,stated,60,Not published,Not published,Not published,Not published,Not published,Verify exact grade/nozzle; no blanket approval,Verify exact grade/nozzle; no blanket approval,Not verified for every grade,Not verified for every grade,Not published,Not published,Not published,R-ERYONE-eryone-hs-matte-pla-tds,H2C-WIKI,p. 1: Recommended printing settings,Not applicable
P0450,M018,G018-09,Manufacturer published guidance,190℃-220℃,range,190,220,required,60-70℃,range,60,70,required,Not published,unknown,Not applicable,Not applicable,unknown,Not published,unknown,Not published,Not published,unknown,Not applicable,Not applicable,Not published,Not published,Use abrasion-resistant nozzle; verify minimum orifice. Fibre concentration and length are grade-specific.,TRUE,Verify exact grade/nozzle; no blanket approval,Verify exact grade/nozzle; no blanket approval,Not verified for every grade,Not verified for every grade,Not published,Not published,Not published,R-ERYONE-eryone-pla-cf-tds,H2C-WIKI,p. 1: Recommended printing settings,Not applicable
P0451,M016,G016-02,Manufacturer published guidance,180℃-220℃,range,180,220,required,55-70℃,range,55,70,required,Not published,unknown,Not applicable,Not applicable,unknown,Not published,unknown,Not published,Not published,unknown,Not applicable,Not applicable,Not published,Not published,Not published,Not published,Verify exact grade/nozzle; no blanket approval,Verify exact grade/nozzle; no blanket approval,Not verified for every grade,Not verified for every grade,Not published,Not published,Not published,R-ERYONE-eryone-glow-in-the-dark-pla-tds,H2C-WIKI,p. 1: Recommended printing settings,Not applicable
P0452,M001,G001-47,Manufacturer published guidance,190-220 ℃,range,190,220,required,55-70℃,range,55,70,required,Not published,unknown,Not applicable,Not applicable,unknown,Not published,unknown,Not published,55-60℃,stated,60,Not published,Not published,Not published,Not published,Not published,Verify exact grade/nozzle; no blanket approval,Verify exact grade/nozzle; no blanket approval,Not verified for every grade,Not verified for every grade,Not published,Not published,Not published,R-ERYONE-file-manager-downLoad-path-file-manage-3828-20250909-eryone-,H2C-WIKI,p. 1: Recommended printing settings,Not applicable
P0453,M028,G028-05,Manufacturer published guidance,240-280 ℃,range,240,280,required,80-100℃,range,80,100,required,Not published,unknown,Not applicable,Not applicable,unknown,Not published,unknown,Not published,75-85℃,stated,85,Not published,Not published,Not published,Use abrasion-resistant nozzle; verify minimum orifice. Fibre concentration and length are grade-specific.,TRUE,Verify exact grade/nozzle; no blanket approval,Verify exact grade/nozzle; no blanket approval,Not verified for every grade,Not verified for every grade,Not published,Not published,Not published,R-ERYONE-file-manager-downLoad-path-file-manage-3828-20250903-eryone--f2fe15,H2C-WIKI,p. 1: Recommended printing settings,"Eryone's sheet describes its material in a sentence beside its printing table, and the reader took the words after the enclosure's own name. The sheet states no enclosure."
P0454,M050,G050-07,Manufacturer published guidance,260-290 ℃,range,260,290,required,80-100℃,range,80,100,required,Not published,unknown,Not applicable,Not applicable,unknown,Not published,unknown,Not published,85℃,stated,85,Not published,Not published,Not published,Use abrasion-resistant nozzle; verify minimum orifice. Fibre concentration and length are grade-specific.,TRUE,Verify exact grade/nozzle; no blanket approval,Verify exact grade/nozzle; no blanket approval,Not verified for every grade,Not verified for every grade,Not published,Not published,Not published,R-ERYONE-file-manager-downLoad-path-file-manage-3828-20250903-eryone--f94f65,H2C-WIKI,p. 1: Recommended printing settings,Not applicable
P0455,M027,G027-15,Manufacturer published guidance,240℃-290℃,range,240,290,required,80-110℃,range,80,110,required,Not published,unknown,Not applicable,Not applicable,unknown,Not published,unknown,Not published,75-85℃,stated,85,Not published,Not published,Not published,Not published,Not published,Verify exact grade/nozzle; no blanket approval,Verify exact grade/nozzle; no blanket approval,Not verified for every grade,Not verified for every grade,Not published,Not published,Not published,R-ERYONE-file-manager-downLoad-path-file-manage-3828-20250903-eryone--fbbd78,H2C-WIKI,p. 1: Recommended printing settings,Not applicable
